ID,Numeric,plaintext,original_plaintext,Encrypted_Numeric,Encrypted_ID,Decrypted_Numeric,Decrypted_ID,Status,plus50,Swap_Index
G832008853,5632008853,563200885,563200885,695791976,T857919768,563200885,G832008853,SWAPPED,False,604
W298267838,4798267838,979826783,479826783,415229680,Q252296809,979826783,W298267838,FIXED_50,True,-1
E282107629,2982107629,798210762,298210762,132778849,N127788498,798210762,E282107629,FIXED_50,True,-1
G272631343,3172631343,317263134,317263134,037291931,D172919310,317263134,G272631343,OK,False,-1
A839146770,5039146770,503914677,503914677,550573570,F805735704,503914677,A839146770,SWAPPED,False,608
Z986166161,9986166161,998616616,998616616,975808101,W958081018,998616616,Z986166161,OK,False,-1
K890372253,6090372253,109037225,609037225,925670309,R956703097,109037225,K890372253,SWAPPED,True,610
D892190584,5392190584,539219058,539219058,660210009,Q802100092,539219058,D892190584,SWAPPED,False,611
K215695728,3515695728,851569572,351569572,430235390,S202353904,851569572,K215695728,FIXED_50,True,-1
J946648403,8446648403,844664840,844664840,538735757,D887357577,844664840,J946648403,OK,False,-1
I942978824,8342978824,334297882,834297882,808036488,F980364881,334297882,I942978824,FIXED_50,True,-1
P869787067,6569787067,656978706,656978706,609944407,K899444072,656978706,P869787067,OK,False,-1
C236602566,2736602566,273660256,273660256,153480104,P134801041,273660256,C236602566,OK,False,-1
J809781705,5909781705,590978170,590978170,565377368,G853773686,590978170,J809781705,OK,False,-1
P208368273,4008368273,400836827,400836827,111205342,L112053422,400836827,P208368273,OK,False,-1
R964276269,9264276269,926427626,926427626,811087492,G910874926,926427626,R964276269,OK,False,-1
U200323231,4500323231,950032323,450032323,295722058,E257220584,950032323,U200323231,FIXED_50,True,-1
Z195379661,2495379661,749537966,249537966,485488001,X254880019,749537966,Z195379661,FIXED_50,True,-1
X129197625,2329197625,232919762,232919762,025596640,C155966403,232919762,X129197625,OK,False,-1
B963284335,7663284335,766328433,766328433,714019170,V840191707,766328433,B963284335,OK,False,-1
C191054557,0291054557,029105455,029105455,450033950,U200339506,029105455,C191054557,SWAPPED,False,624
V198201578,2198201578,219820157,219820157,148705300,O187053007,219820157,V198201578,OK,False,-1
T902859871,9402859871,440285987,940285987,795557134,E955571340,440285987,T902859871,SWAPPED,True,626
I902270278,8302270278,830227027,830227027,527516912,C875169128,830227027,I902270278,SWAPPED,False,627
X927873253,9827873253,482787325,982787325,500586654,A805866549,482787325,X927873253,SWAPPED,True,628
M275236317,3775236317,377523631,377523631,243717708,Z137177087,377523631,M275236317,SWAPPED,False,630
P982216769,9082216769,908221676,908221676,638999328,N889993284,908221676,P982216769,OK,False,-1
M982987494,8782987494,878298749,878298749,891807770,O918077702,878298749,M982987494,OK,False,-1
D801674324,5301674324,530167432,530167432,857230401,K972304017,530167432,D801674324,OK,False,-1
X989761709,9889761709,988976170,988976170,876550107,M965501070,988976170,X989761709,OK,False,-1
Z195510733,2495510733,249551073,249551073,432061742,S220617429,249551073,Z195510733,SWAPPED,False,634
D880206362,5380206362,538020636,538020636,987934206,X979342069,538020636,D880206362,SWAPPED,False,635
H176237064,0776237064,577623706,077623706,376824933,M268249331,577623706,H176237064,SWAPPED,True,636
A268722317,2568722317,756872231,256872231,402433248,P224332488,756872231,A268722317,FIXED_50,True,-1
M992388083,8792388083,379238808,879238808,523974640,C839746405,379238808,M992388083,FIXED_50,True,-1
F803817169,5503817169,550381716,550381716,795179930,E951799306,550381716,F803817169,OK,False,-1
B838728377,5138728377,513872837,513872837,839536486,I995364863,513872837,B838728377,SWAPPED,False,641
E870680160,5470680160,547068016,547068016,695082577,T850825772,547068016,E870680160,OK,False,-1
U239783518,4539783518,453978351,453978351,083395783,I133957839,453978351,U239783518,OK,False,-1
N965183859,8865183859,386518385,886518385,691028278,T810282784,386518385,N965183859,FIXED_50,True,-1
A252488537,2552488537,255248853,255248853,053216935,F132169356,255248853,A252488537,OK,False,-1
P848615182,6548615182,654861518,654861518,857910605,K979106055,654861518,P848615182,OK,False,-1
P868474061,6568474061,656847406,656847406,896861689,O968616893,656847406,P868474061,OK,False,-1
F838725825,5538725825,553872582,553872582,852385430,K923854306,553872582,F838725825,OK,False,-1
T988022247,9488022247,948802224,948802224,601847850,K818478507,948802224,T988022247,OK,False,-1
F178005513,0578005513,557800551,057800551,125081760,M150817609,557800551,F178005513,SWAPPED,True,650
Z888358316,7488358316,248835831,748835831,568495875,G884958753,248835831,Z888358316,SWAPPED,True,650
C993348441,7793348441,779334844,779334844,643158232,O831582320,779334844,C993348441,OK,False,-1
J960245897,8460245897,846024589,846024589,889528737,N995287379,846024589,J960245897,SWAPPED,False,652
A933878453,7533878453,253387845,753387845,745720816,Z857208167,253387845,A933878453,SWAPPED,True,653
I859768121,5859768121,085976812,585976812,630131748,N801317484,085976812,I859768121,FIXED_50,True,-1
X892834497,7392834497,739283449,739283449,542876526,E828765263,739283449,X892834497,OK,False,-1
X837669330,7337669330,733766933,733766933,938226401,S982264017,733766933,X837669330,OK,False,-1
O916480121,8916480121,891648012,891648012,908493712,P984937127,891648012,O916480121,SWAPPED,False,657
Q997311549,9197311549,919731154,919731154,820302875,H903028755,919731154,Q997311549,OK,False,-1
G981257608,8181257608,318125760,818125760,941345026,T913450268,318125760,G981257608,FIXED_50,True,-1
W834372618,7234372618,223437261,723437261,590216163,J802161634,223437261,W834372618,FIXED_50,True,-1
R824098976,6724098976,672409897,672409897,845802414,J958024146,672409897,R824098976,OK,False,-1
Q237906162,4137906162,413790616,413790616,323591569,H235915694,413790616,Q237906162,OK,False,-1
B199496985,0199496985,519949698,019949698,462435634,V224356340,519949698,B199496985,FIXED_50,True,-1
P811768814,6511768814,651176881,651176881,514325519,B843255194,651176881,P811768814,OK,False,-1
D959515141,7859515141,285951514,785951514,842081254,J920812547,285951514,D959515141,FIXED_50,True,-1
O919198782,8919198782,891919878,891919878,800147863,F901478639,891919878,O919198782,OK,False,-1
N145876615,1345876615,634587661,134587661,259313583,A293135831,634587661,N145876615,FIXED_50,True,-1
Z143436275,2443436275,244343627,244343627,327582314,H275823148,244343627,Z143436275,OK,False,-1
U204335362,4504335362,450433536,450433536,103127198,K131271986,450433536,U204335362,OK,False,-1
K131978980,1031978980,103197898,103197898,247168025,Z171680256,103197898,K131978980,SWAPPED,False,670
C157685787,0257685787,025768578,025768578,011503949,B115039499,025768578,C157685787,SWAPPED,False,671
B866396634,5166396634,016639663,516639663,676684588,R866845886,016639663,B866396634,SWAPPED,True,672
K232300737,3532300737,853230073,353230073,317835355,G278353553,853230073,K232300737,FIXED_50,True,-1
K120722034,1020722034,102072203,102072203,244621966,Z146219669,102072203,K120722034,OK,False,-1
T843333554,6943333554,194333355,694333355,783304880,D933048805,194333355,T843333554,FIXED_50,True,-1
F255368760,3055368760,305536876,305536876,059433323,F194333236,305536876,F255368760,OK,False,-1
B869305528,5169305528,516930552,516930552,809057155,F990571558,516930552,B869305528,SWAPPED,False,678
W228953383,4728953383,472895338,472895338,471319654,W213196545,472895338,W228953383,OK,False,-1
H170764268,0770764268,577076426,077076426,401745269,P217452699,577076426,H170764268,SWAPPED,True,679
W878294359,7278294359,727829435,727829435,620096391,M800963918,727829435,W878294359,OK,False,-1
K815079324,6015079324,601507932,601507932,798631492,E986314928,601507932,K815079324,OK,False,-1
R232647669,4232647669,423264766,423264766,417684078,Q276840783,423264766,R232647669,OK,False,-1
L982515746,8682515746,868251574,868251574,903008486,P930084862,868251574,L982515746,SWAPPED,False,685
B903726661,7603726661,260372666,760372666,650582528,P805825282,260372666,B903726661,FIXED_50,True,-1
G136307406,0636307406,063630740,063630740,442653077,T226530771,063630740,G136307406,OK,False,-1
U807024537,7007024537,200702453,700702453,673824908,R838249089,200702453,U807024537,FIXED_50,True,-1
R823495720,6723495720,672349572,672349572,890191092,O901910925,672349572,R823495720,OK,False,-1
E205072905,2905072905,290507290,290507290,347043092,J270430920,290507290,E205072905,OK,False,-1
E219535924,2919535924,791953592,291953592,273620293,C236202931,791953592,E219535924,SWAPPED,True,689
K277846329,3577846329,857784632,357784632,327106389,H271063897,857784632,K277846329,FIXED_50,True,-1
P270377191,4070377191,907037719,407037719,280555088,D205550887,907037719,P270377191,FIXED_50,True,-1
G845993736,5645993736,564599373,564599373,716321572,V863215728,564599373,G845993736,OK,False,-1
B144662886,0144662886,014466288,014466288,170321152,R103211528,014466288,B144662886,OK,False,-1
I815080731,5815080731,581508073,581508073,570848188,H808481885,581508073,I815080731,OK,False,-1
G272581722,3172581722,817258172,317258172,055256982,F152569825,817258172,G272581722,FIXED_50,True,-1
V949095468,9649095468,964909546,964909546,703779116,U837791167,964909546,V949095468,OK,False,-1
X826183178,7326183178,732618317,732618317,790354357,E903543576,732618317,X826183178,OK,False,-1
U100563340,2000563340,200056334,200056334,423791529,R237915297,200056334,U100563340,SWAPPED,False,698
H889253521,5789253521,078925352,578925352,715426677,V854266771,078925352,H889253521,FIXED_50,True,-1
E180877528,0480877528,548087752,048087752,082029216,I120292169,548087752,E180877528,SWAPPED,True,700
F179964093,0579964093,057996409,057996409,024997625,C149976251,057996409,F179964093,OK,False,-1
Q269305359,4169305359,916930535,416930535,398735303,O287353031,916930535,Q269305359,FIXED_50,True,-1
Q865375062,6665375062,666537506,666537506,936192493,S961924938,666537506,Q865375062,OK,False,-1
S197648921,1897648921,189764892,189764892,261688574,B216885746,189764892,S197648921,SWAPPED,False,706
V952140721,9652140721,465214072,965214072,594342342,J843423420,465214072,V952140721,FIXED_50,True,-1
C873604302,5273604302,527360430,527360430,984423868,X944238687,527360430,C873604302,OK,False,-1
H262595377,3262595377,826259537,326259537,048312773,E183127730,826259537,H262595377,FIXED_50,True,-1
H258258772,3258258772,825825877,325825877,003820745,A138207458,825825877,H258258772,SWAPPED,True,708
Z278200230,4978200230,997820023,497820023,073745626,H137456267,997820023,Z278200230,FIXED_50,True,-1
K241059949,3541059949,354105994,354105994,368533404,L285334043,354105994,K241059949,SWAPPED,False,712
B847309700,5147309700,514730970,514730970,568845605,G888456054,514730970,B847309700,OK,False,-1
G138069365,0638069365,563806936,063806936,007381899,A173818999,563806936,G138069365,SWAPPED,True,712
K913120026,8513120026,851312002,851312002,602411510,K824115100,851312002,K913120026,OK,False,-1
R146801722,1746801722,674680172,174680172,027022827,C170228271,674680172,R146801722,FIXED_50,True,-1
F980966545,8080966545,308096654,808096654,919108723,Q991087231,308096654,F980966545,FIXED_50,True,-1
A898981291,5098981291,509898129,509898129,939535373,S995353738,509898129,A898981291,OK,False,-1
L217184399,3617184399,361718439,361718439,275388135,C253881356,361718439,L217184399,SWAPPED,False,717
L852611957,6152611957,615261195,615261195,742884128,Z828841283,615261195,L852611957,OK,False,-1
N866147999,6366147999,136614799,636614799,993868551,Z938685511,136614799,N866147999,FIXED_50,True,-1
G145212063,0645212063,564521206,064521206,036630742,D166307420,564521206,G145212063,FIXED_50,True,-1
C821754180,5221754180,022175418,522175418,847337162,J973371628,022175418,C821754180,SWAPPED,True,721
O823332941,6423332941,642333294,642333294,909695604,P996956043,642333294,O823332941,SWAPPED,False,722
K120903833,1020903833,602090383,102090383,114621837,L146218375,602090383,K120903833,SWAPPED,True,723
L241426557,3641426557,364142655,364142655,183524582,S135245826,364142655,L241426557,OK,False,-1
S978419344,9378419344,937841934,937841934,778863717,C988637173,937841934,S978419344,OK,False,-1
N159049242,1359049242,135904924,135904924,102945897,K129458973,135904924,N159049242,OK,False,-1
R913289392,9213289392,921328939,921328939,638376396,N883763960,921328939,R913289392,SWAPPED,False,727
D887052380,5387052380,538705238,538705238,553619626,F836196264,538705238,D887052380,OK,False,-1
E235739066,2935739066,793573906,293573906,074033884,H140338849,793573906,E235739066,SWAPPED,True,729
P138766365,1538766365,153876636,153876636,193728274,T137282748,153876636,P138766365,OK,False,-1
U101583006,2001583006,700158300,200158300,203054102,U130541021,700158300,U101583006,FIXED_50,True,-1
V909422892,9609422892,460942289,960942289,840279809,J902798099,460942289,V909422892,FIXED_50,True,-1
J805817348,5905817348,590581734,590581734,581718449,I817184492,590581734,J805817348,OK,False,-1
Q174904031,1674904031,167490403,167490403,298660881,E286608814,167490403,Q174904031,OK,False,-1
V956181737,9656181737,965618173,965618173,815758851,G957588514,965618173,V956181737,OK,False,-1
A925790459,7525790459,752579045,752579045,785582321,D955823213,752579045,A925790459,OK,False,-1
M196572852,1296572852,129657285,129657285,183960825,S139608258,129657285,M196572852,OK,False,-1
L287978678,3687978678,368797867,368797867,000832885,A108328855,368797867,L287978678,OK,False,-1
K216290469,3516290469,351629046,351629046,276310794,C263107947,351629046,K216290469,OK,False,-1
P162562657,1562562657,656256265,156256265,130153951,N101539511,656256265,P162562657,FIXED_50,True,-1
C151557462,0251557462,525155746,025155746,213759219,V137592198,525155746,C151557462,FIXED_50,True,-1
P832795017,6532795017,653279501,653279501,914825474,Q948254744,653279501,P832795017,OK,False,-1
G885688090,5685688090,568568809,568568809,618266006,L882660066,568568809,G885688090,SWAPPED,False,743
M819244604,6219244604,621924460,621924460,915466634,Q954666349,621924460,M819244604,OK,False,-1
E923398764,7923398764,792339876,792339876,662468245,Q824682459,792339876,E923398764,SWAPPED,False,745
L140265209,1140265209,614026520,114026520,159111228,P191112287,614026520,L140265209,FIXED_50,True,-1
G978652742,8178652742,817865274,817865274,953614548,U936145485,817865274,G978652742,SWAPPED,False,747
L175101745,1175101745,617510174,117510174,379894570,M298945702,617510174,L175101745,FIXED_50,True,-1
E845960342,5445960342,544596034,544596034,615564928,L855649284,544596034,E845960342,OK,False,-1
U962407812,9562407812,956240781,956240781,636737878,N867378783,956240781,U962407812,OK,False,-1
B171537170,0171537170,017153717,017153717,400048804,P200488045,017153717,B171537170,SWAPPED,False,754
L978480258,8678480258,867848025,867848025,738655740,X886557407,867848025,L978480258,OK,False,-1
H801858128,5701858128,070185812,570185812,513680501,B836805013,070185812,H801858128,FIXED_50,True,-1
G154640253,0654640253,565464025,065464025,151861614,P118616140,565464025,G154640253,FIXED_50,True,-1
X800205062,7300205062,230020506,730020506,894971975,O949719753,230020506,X800205062,FIXED_50,True,-1
G271412791,3171412791,317141279,317141279,182963108,S129631085,317141279,G271412791,OK,False,-1
M838361602,6238361602,623836160,623836160,699906317,T899063172,623836160,M838361602,OK,False,-1
G800608632,5600608632,560060863,560060863,910414214,Q904142143,560060863,G800608632,OK,False,-1
H800602088,5700602088,570060208,570060208,607339493,K873394933,570060208,H800602088,OK,False,-1
L948149931,8648149931,864814993,864814993,781381178,D913811786,864814993,L948149931,OK,False,-1
V932464499,9632464499,463246449,963246449,958575864,U985758643,463246449,V932464499,FIXED_50,True,-1
C152274757,0252274757,525227475,025227475,252600322,A226003228,525227475,C152274757,FIXED_50,True,-1
N850746039,6350746039,635074603,635074603,736948304,X869483042,635074603,N850746039,SWAPPED,False,763
I173214297,0873214297,087321429,087321429,490217951,Z202179511,087321429,I173214297,OK,False,-1
Z948398785,9948398785,994839878,994839878,905479115,P954791159,994839878,Z948398785,OK,False,-1
V842975836,7142975836,714297583,714297583,887919654,N979196542,714297583,V842975836,OK,False,-1
U153534828,2053534828,205353482,205353482,038401621,D184016217,205353482,U153534828,OK,False,-1
K124660526,1024660526,602466052,102466052,171074889,R110748898,602466052,K124660526,FIXED_50,True,-1
P252150674,4052150674,405215067,405215067,486413972,X264139725,405215067,P252150674,SWAPPED,False,770
N832677960,6332677960,133267796,633267796,718689423,V886894236,133267796,N832677960,SWAPPED,True,770
E815113880,5415113880,541511388,541511388,911557794,Q915577947,541511388,E815113880,SWAPPED,False,771
G239666315,3139666315,813966631,313966631,171890017,R118900176,813966631,G239666315,FIXED_50,True,-1
G902036976,8102036976,810203697,810203697,563754009,G837540098,810203697,G902036976,OK,False,-1
T252300516,4452300516,445230051,445230051,435337639,S253376399,445230051,T252300516,OK,False,-1
H955564982,8255564982,825556498,825556498,658474509,P884745092,825556498,H955564982,OK,False,-1
S154646530,1854646530,185464653,185464653,484029610,X240296107,185464653,S154646530,OK,False,-1
F133071408,0533071408,553307140,053307140,096113570,J161135705,553307140,F133071408,FIXED_50,True,-1
K946581717,8546581717,854658171,854658171,529146393,C891463934,854658171,K946581717,OK,False,-1
J968096190,8468096190,346809619,846809619,545089202,E850892020,346809619,J968096190,FIXED_50,True,-1
F265613012,3065613012,806561301,306561301,124489019,M144890192,806561301,F265613012,SWAPPED,True,780
A153156176,0053156176,005315617,005315617,040328037,E103280372,005315617,A153156176,OK,False,-1
D155798273,0355798273,035579827,035579827,402443773,P224437737,035579827,D155798273,OK,False,-1
I953256035,8353256035,835325603,835325603,823131133,H931311336,835325603,I953256035,OK,False,-1
K290567456,3590567456,359056745,359056745,489693998,X296939982,359056745,K290567456,SWAPPED,False,784
L991845435,8691845435,869184543,869184543,740145308,Z801453083,869184543,L991845435,SWAPPED,False,785
W110114754,2210114754,221011475,221011475,404338789,P243387896,221011475,W110114754,OK,False,-1
W172543939,2272543939,227254393,227254393,088195776,I181957765,227254393,W172543939,OK,False,-1
V803284430,7103284430,710328443,710328443,999221787,Z992217875,710328443,V803284430,OK,False,-1
O826122634,6426122634,642612263,642612263,712582548,V825825480,642612263,O826122634,SWAPPED,False,789
E291977826,2991977826,299197782,299197782,118002762,L180027621,299197782,E291977826,OK,False,-1
O870577023,6470577023,647057702,647057702,819319419,G993194198,647057702,O870577023,OK,False,-1
A976153375,7576153375,257615337,757615337,847563500,J975635009,257615337,A976153375,FIXED_50,True,-1
P265654261,4065654261,406565426,406565426,220836124,W108361243,406565426,P265654261,OK,False,-1
R994528338,9294528338,429452833,929452833,700462267,U804622675,429452833,R994528338,FIXED_50,True,-1
S138090494,1838090494,183809049,183809049,199109586,T191095865,183809049,S138090494,OK,False,-1
L146431038,1146431038,614643103,114643103,259164195,A291641952,614643103,L146431038,FIXED_50,True,-1
I241388591,3341388591,334138859,334138859,334993848,I249938486,334138859,I241388591,OK,False,-1
V205442045,4605442045,460544204,460544204,464242335,V242423353,460544204,V205442045,OK,False,-1
O109128254,1409128254,140912825,140912825,250998181,A209981812,140912825,O109128254,OK,False,-1
M281424154,3781424154,878142415,378142415,121504987,M115049878,878142415,M281424154,FIXED_50,True,-1
B800331186,5100331186,010033118,510033118,730410164,X804101645,010033118,B800331186,FIXED_50,True,-1
K295359865,3595359865,359535986,359535986,028175636,C181756366,359535986,K295359865,OK,False,-1
T989037779,9489037779,948903777,948903777,714795975,V847959752,948903777,T989037779,SWAPPED,False,803
T299911064,4499911064,449991106,449991106,102612224,K126122243,449991106,T299911064,OK,False,-1
T845412898,6945412898,694541289,694541289,583057792,I830577922,694541289,T845412898,OK,False,-1
L814123985,6114123985,611412398,611412398,955330459,U953304595,611412398,L814123985,OK,False,-1
R283140842,4283140842,928314084,428314084,268472539,B284725391,928314084,R283140842,FIXED_50,True,-1
B810716459,5110716459,511071645,511071645,880139252,N901392523,511071645,B810716459,OK,False,-1
L967047890,8667047890,866704789,866704789,737356180,X873561808,866704789,L967047890,SWAPPED,False,809
T895804186,6995804186,699580418,699580418,502421267,A824212678,699580418,T895804186,OK,False,-1
V843018170,7143018170,714301817,714301817,698395226,T883952266,714301817,V843018170,OK,False,-1
W974502218,9774502218,977450221,977450221,708144006,U881440068,977450221,W974502218,OK,False,-1
L979707445,8679707445,367970744,867970744,813457650,G934576507,367970744,L979707445,FIXED_50,True,-1
O891330904,6491330904,149133090,649133090,655952727,P859527273,149133090,O891330904,FIXED_50,True,-1
W174048544,2274048544,227404854,227404854,462015354,V220153549,227404854,W174048544,OK,False,-1
L976855579,8676855579,867685557,867685557,664754421,Q847544210,867685557,L976855579,SWAPPED,False,817
K262650660,3562650660,356265066,356265066,403588767,P235887672,356265066,K262650660,OK,False,-1
W869877493,7269877493,726987749,726987749,528622802,C886228021,726987749,W869877493,SWAPPED,False,818
G973281618,8173281618,817328161,817328161,902295054,P922950544,817328161,G973281618,SWAPPED,False,819
O295114708,3995114708,899511470,399511470,098643619,J186436196,899511470,O295114708,FIXED_50,True,-1
F804119939,5504119939,550411993,550411993,978129921,W981299217,550411993,F804119939,OK,False,-1
H925351388,8225351388,822535138,822535138,761742952,B917429522,822535138,H925351388,OK,False,-1
A230172852,2530172852,753017285,253017285,251106050,A211060506,753017285,A230172852,SWAPPED,True,824
Z151111090,2451111090,245111109,245111109,409703373,P297033732,245111109,Z151111090,OK,False,-1
A947790560,7547790560,254779056,754779056,544429150,E844291508,254779056,A947790560,FIXED_50,True,-1
D904406946,7804406946,280440694,780440694,958856002,U988560029,280440694,D904406946,SWAPPED,True,826
E207017028,2907017028,790701702,290701702,464441328,V244413284,790701702,E207017028,FIXED_50,True,-1
N967248693,8867248693,886724869,886724869,841207864,J912078648,886724869,N967248693,OK,False,-1
U255992526,4555992526,455599252,455599252,397025966,O270259662,455599252,U255992526,OK,False,-1
J807524604,5907524604,590752460,590752460,929195751,R991957515,590752460,J807524604,SWAPPED,False,831
Z801662519,7401662519,740166251,740166251,613950198,L839501985,740166251,Z801662519,OK,False,-1
K814201804,6014201804,601420180,601420180,667237004,Q872370040,601420180,K814201804,OK,False,-1
P109366619,1509366619,150936661,150936661,495759957,Z257599572,150936661,P109366619,OK,False,-1
U960238382,9560238382,956023838,956023838,676984867,R869848674,956023838,U960238382,OK,False,-1
B980633672,7680633672,768063367,768063367,999293565,Z992935654,768063367,B980633672,OK,False,-1
N285133600,3885133600,888513360,388513360,072136029,H121360296,888513360,N285133600,FIXED_50,True,-1
J165417600,0965417600,096541760,096541760,029072668,C190726689,096541760,J165417600,SWAPPED,False,837
A262600634,2562600634,256260063,256260063,411072748,Q210727489,256260063,A262600634,SWAPPED,False,839
M873716172,6273716172,127371617,627371617,573632805,H836328053,127371617,M873716172,FIXED_50,True,-1
L862751306,6162751306,616275130,616275130,791854051,E918540514,616275130,L862751306,OK,False,-1
J834576758,5934576758,093457675,593457675,941247205,T912472055,093457675,J834576758,FIXED_50,True,-1
L803750369,6103750369,610375036,610375036,689036276,S890362762,610375036,L803750369,OK,False,-1
B142217436,0142217436,014221743,014221743,244210302,Z142103026,014221743,B142217436,OK,False,-1
V211672586,4611672586,461167258,461167258,278055668,C280556686,461167258,V211672586,OK,False,-1
O245227456,3945227456,394522745,394522745,011013493,B110134935,394522745,O245227456,OK,False,-1
M974425912,8774425912,377442591,877442591,815041423,G950414235,377442591,M974425912,FIXED_50,True,-1
G279714854,3179714854,317971485,317971485,376152947,M261529470,317971485,G279714854,OK,False,-1
K976405480,8576405480,857640548,857640548,650948122,P809481222,857640548,K976405480,SWAPPED,False,848
X240998928,4840998928,484099892,484099892,094038149,J140381494,484099892,X240998928,SWAPPED,False,849
H165045550,0765045550,076504555,076504555,213499342,V134993424,076504555,H165045550,OK,False,-1
B187431910,0187431910,018743191,018743191,217724180,V177241803,018743191,B187431910,SWAPPED,False,851
D937059591,7837059591,783705959,783705959,942612616,T926126164,783705959,D937059591,OK,False,-1
E138745804,0438745804,043874580,043874580,465132026,V251320267,043874580,E138745804,SWAPPED,False,853
C800231253,5200231253,520023125,520023125,932510495,S925104958,520023125,C800231253,OK,False,-1
Z928115799,9928115799,992811579,992811579,777490336,C974903360,992811579,Z928115799,OK,False,-1
V812990316,7112990316,711299031,711299031,824528714,H945287147,711299031,V812990316,OK,False,-1
G247462054,3147462054,314746205,314746205,016651379,B166513793,314746205,G247462054,OK,False,-1
D919060907,7819060907,781906090,781906090,826641803,H966418035,781906090,D919060907,OK,False,-1
T806031797,6906031797,690603179,690603179,773834295,C938342950,690603179,T806031797,OK,False,-1
D997356771,7897356771,789735677,789735677,859675956,K996759569,789735677,D997356771,OK,False,-1
D960166930,7860166930,786016693,786016693,822838611,H928386114,786016693,D960166930,OK,False,-1
H114077688,0714077688,071407768,071407768,011146469,B111464692,071407768,H114077688,OK,False,-1
K105041985,1005041985,600504198,100504198,164769746,Q147697463,600504198,K105041985,SWAPPED,True,863
F871814929,5571814929,057181492,557181492,731631552,X816315524,057181492,F871814929,FIXED_50,True,-1
C958769368,7758769368,775876936,775876936,518168049,B881680495,775876936,C958769368,SWAPPED,False,867
E934791806,7934791806,793479180,793479180,686943084,S869430842,793479180,E934791806,OK,False,-1
E852075670,5452075670,045207567,545207567,889055910,N990559101,045207567,E852075670,FIXED_50,True,-1
V915575180,9615575180,461557518,961557518,759234888,A992348883,461557518,V915575180,FIXED_50,True,-1
L135534895,1135534895,613553489,113553489,147747220,O177472205,613553489,L135534895,FIXED_50,True,-1
G263172644,3163172644,316317264,316317264,366781084,L267810844,316317264,G263172644,OK,False,-1
S159312860,1859312860,185931286,185931286,274606254,C246062547,185931286,S159312860,OK,False,-1
A883578960,5083578960,508357896,508357896,568673323,G886733236,508357896,A883578960,OK,False,-1
U925372805,9525372805,952537280,952537280,868580333,L985803332,952537280,U925372805,SWAPPED,False,873
L906944436,8606944436,860694443,860694443,585396956,I853969562,860694443,L906944436,OK,False,-1
I852552929,5852552929,585255292,585255292,824594030,H945940309,585255292,I852552929,OK,False,-1
L887273054,6187273054,118727305,618727305,869657295,L996572955,118727305,L887273054,FIXED_50,True,-1
E874259705,5474259705,047425970,547425970,721270863,W812708632,047425970,E874259705,FIXED_50,True,-1
W991229432,9791229432,479122943,979122943,840480580,J904805800,479122943,W991229432,FIXED_50,True,-1
P948291068,9048291068,904829106,904829106,690251812,T802518122,904829106,P948291068,OK,False,-1
U291027002,4591027002,459102700,459102700,017364560,B173645602,459102700,U291027002,OK,False,-1
H814540439,5714540439,571454043,571454043,753596269,A935962690,571454043,H814540439,OK,False,-1
F254253582,3054253582,305425358,305425358,100757917,K107579179,305425358,F254253582,OK,False,-1
A840581016,5040581016,504058101,504058101,527719485,C877194852,504058101,A840581016,OK,False,-1
B989960732,7689960732,768996073,768996073,765079432,B950794322,768996073,B989960732,OK,False,-1
F133995850,0533995850,053399585,053399585,206286849,U162868499,053399585,F133995850,SWAPPED,False,886
N218196322,3818196322,381819632,381819632,232669767,X126697673,381819632,N218196322,SWAPPED,False,886
I941806230,8341806230,834180623,834180623,900526184,P905261842,834180623,I941806230,OK,False,-1
F876411713,5576411713,057641171,557641171,707204336,U872043364,057641171,F876411713,SWAPPED,True,888
G897018848,5697018848,569701884,569701884,831707668,I917076684,569701884,G897018848,SWAPPED,False,889
L257507910,3657507910,865750791,365750791,037351761,D173517614,865750791,L257507910,FIXED_50,True,-1
S148837285,1848837285,184883728,184883728,221258617,W112586178,184883728,S148837285,SWAPPED,False,891
V294150643,4694150643,469415064,469415064,308155338,F281553388,469415064,V294150643,OK,False,-1
D915653791,7815653791,781565379,781565379,760505628,B905056288,781565379,D915653791,OK,False,-1
C118414904,0218414904,021841490,021841490,309389607,F293896076,021841490,C118414904,OK,False,-1
M272008704,3772008704,377200870,377200870,198836054,T188360540,377200870,M272008704,SWAPPED,False,895
Q884112272,6684112272,168411227,668411227,880016843,N900168434,168411227,Q884112272,FIXED_50,True,-1
F135945401,0535945401,053594540,053594540,383148680,N231486801,053594540,F135945401,SWAPPED,False,897
M994982767,8794982767,879498276,879498276,571011174,H810111745,879498276,M994982767,SWAPPED,False,898
I955524723,8355524723,335552472,835552472,783480276,D934802769,335552472,I955524723,FIXED_50,True,-1
E228629975,2928629975,292862997,292862997,140521879,O105218793,292862997,E228629975,OK,False,-1
B920195348,7620195348,762019534,762019534,623999710,M839997106,762019534,B920195348,OK,False,-1
C113352516,0213352516,021335251,021335251,176553164,R165531647,021335251,C113352516,OK,False,-1
R242808861,4242808861,924280886,424280886,233281970,X132819701,924280886,R242808861,FIXED_50,True,-1
V250362501,4650362501,465036250,465036250,186025726,S160257263,465036250,V250362501,SWAPPED,False,904
V921217000,9621217000,462121700,962121700,715107773,V851077736,462121700,V921217000,SWAPPED,True,905
F846491776,5546491776,554649177,554649177,834952048,I949520488,554649177,F846491776,OK,False,-1
